Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/133         yyparse() [7]
                0.00    0.00       1/133         iiExprArith1(sleftv*, sleftv*, int) [745]
                0.00    0.00       1/133         killlocals(int) [734]
                0.00    0.00       2/133         iiExprArithM(sleftv*, sleftv*, int) [8]
                0.00    0.00       2/133         jiAssign_1(sleftv*, sleftv*) [779]
                0.00    0.00       2/133         rInit(sleftv*, sleftv*, sleftv*) [72]
                0.00    0.00       4/133         jjSYSTEM(sleftv*, sleftv*) [775]
                0.00    0.00       8/133         exprlist_length(sleftv*) [752]
                0.00    0.00      12/133         iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00     100/133         iiExprArith2(sleftv*, sleftv*, int, sleftv*, int) [658]
[646]    0.0    0.00    0.00     133         sleftv::Typ() [646]
-----------------------------------------------
                                  16             sleftv::CleanUp(ip_sring*) [647]
                0.00    0.00       1/122         iiExprArith1Tab(sleftv*, sleftv*, int, sValCmd1*, int, sConvertTypes*) [9]
                0.00    0.00       1/122         iiAllStart(procinfo*, char*, feBufferTypes, int) [6]
                0.00    0.00       1/122         sleftv::Print(sleftv*, int) [790]
                0.00    0.00       2/122         yyparse() [7]
                0.00    0.00       2/122         iiExprArithM(sleftv*, sleftv*, int) [8]
                0.00    0.00       2/122         iiDeclCommand(sleftv*, sleftv*, int, int, idrec**, int, int) [131]
                0.00    0.00       2/122         rInit(sleftv*, sleftv*, sleftv*) [72]
                0.00    0.00      11/122         iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00     100/122         jjCALL1MANY(sleftv*, sleftv*) [659]
[647]    0.0    0.00    0.00     122+16      sleftv::CleanUp(ip_sring*) [647]
                0.00    0.00       3/3           s_internalDelete(int, void*, ip_sring*) [690]
                                  16             sleftv::CleanUp(ip_sring*) [647]
-----------------------------------------------
                0.00    0.00       4/113         sleftv::Data() [682]
                0.00    0.00     109/113         sleftv::CopyD(int) [649]
[648]    0.0    0.00    0.00     113         iiCheckRing(int) [648]
-----------------------------------------------
                0.00    0.00       1/109         jiA_IDEAL(sleftv*, sleftv*, _ssubexpr*) [785]
                0.00    0.00       2/109         jjMINUS_P(sleftv*, sleftv*, sleftv*) [786]
                0.00    0.00       8/109         iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00      98/109         jjPLUS_P(sleftv*, sleftv*, sleftv*) [661]
[649]    0.0    0.00    0.00     109         sleftv::CopyD(int) [649]
                0.00    0.00     109/113         iiCheckRing(int) [648]
-----------------------------------------------
                0.00    0.00       9/81          skeleton::common_initialization(unsigned long) [70]
                0.00    0.00      72/81          ray::ray(unsigned long, long) [107]
[650]    0.0    0.00    0.00      81         constraint::constraint(unsigned long, long*) [650]
                0.00    0.00      81/3391        operator new[](unsigned long) [631]
-----------------------------------------------
                0.00    0.00      81/81          skeleton::common_initialization(unsigned long) [70]
[651]    0.0    0.00    0.00      81         operator!=(ray const&, ray const&) [651]
-----------------------------------------------
                0.00    0.00      71/71          syMake(sleftv*, char const*, idrec*) [66]
[652]    0.0    0.00    0.00      71         ggetid(char const*) [652]
-----------------------------------------------
                0.00    0.00      57/57          yylex(MYYSTYPE*) [645]
[653]    0.0    0.00    0.00      57         IsCmd(char const*, int&) [653]
-----------------------------------------------
                0.00    0.00      52/52          p_Read(char const*, spolyrec*&, ip_sring*) [67]
[654]    0.0    0.00    0.00      52         npRead(char const*, snumber**, n_Procs_s*) [654]
-----------------------------------------------
                0.00    0.00       1/52          iiExprArithM(sleftv*, sleftv*, int) [8]
                0.00    0.00       1/52          iiExprArith1Tab(sleftv*, sleftv*, int, sValCmd1*, int, sConvertTypes*) [9]
                0.00    0.00      50/52          jjCALL1MANY(sleftv*, sleftv*) [659]
[655]    0.0    0.00    0.00      52         check_valid(int, int) [655]
-----------------------------------------------
                0.00    0.00      52/52          omAllocNewBinPagesRegion [139]
[656]    0.0    0.00    0.00      52         _omVallocFromSystem [656]
                0.00    0.00      52/52          omVallocMmap [140]
-----------------------------------------------
                0.00    0.00      51/51          yylex(MYYSTYPE*) [645]
[657]    0.0    0.00    0.00      51         blackboxIsCmd(char const*, int&) [657]
-----------------------------------------------
                0.00    0.00      50/50          yyparse() [7]
[658]    0.0    0.00    0.00      50         iiExprArith2(sleftv*, sleftv*, int, sleftv*, int) [658]
                0.00    0.00     100/133         sleftv::Typ() [646]
                0.00    0.00      50/50          jjCALL1MANY(sleftv*, sleftv*) [659]
-----------------------------------------------
                0.00    0.00      50/50          iiExprArith2(sleftv*, sleftv*, int, sleftv*, int) [658]
[659]    0.0    0.00    0.00      50         jjCALL1MANY(sleftv*, sleftv*) [659]
                0.00    0.00     100/122         sleftv::CleanUp(ip_sring*) [647]
                0.00    0.00      50/52          check_valid(int, int) [655]
                0.00    0.00      49/49          jjPLUS_P(sleftv*, sleftv*, sleftv*) [661]
                0.00    0.00       1/50          jjFACSTD(sleftv*, sleftv*) [660]
                0.00    0.00       1/1           jjMINUS_P(sleftv*, sleftv*, sleftv*) [786]
-----------------------------------------------
                0.00    0.00       1/50          jjCALL1MANY(sleftv*, sleftv*) [659]
                0.00    0.00      49/50          jjPLUS_P(sleftv*, sleftv*, sleftv*) [661]
[660]    0.0    0.00    0.00      50         jjFACSTD(sleftv*, sleftv*) [660]
-----------------------------------------------
                0.00    0.00      49/49          jjCALL1MANY(sleftv*, sleftv*) [659]
[661]    0.0    0.00    0.00      49         jjPLUS_P(sleftv*, sleftv*, sleftv*) [661]
                0.00    0.00      98/109         sleftv::CopyD(int) [649]
                0.00    0.00      49/50          jjFACSTD(sleftv*, sleftv*) [660]
-----------------------------------------------
                0.00    0.00      36/36          skeleton::common_initialization(unsigned long) [70]
[662]    0.0    0.00    0.00      36         ray::swap(ray&) [662]
-----------------------------------------------
                0.00    0.00      31/31          yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
[663]    0.0    0.00    0.00      31         iiInitSingularProcinfo(procinfo*, char const*, char const*, int, long, int) [663]
-----------------------------------------------
                0.00    0.00       5/31          feInitResource(feResourceConfig_s*, int) <cycle 1> [680]
                0.00    0.00      26/31          feCleanUpPath(char*) [694]
[664]    0.0    0.00    0.00      31         feCleanUpFile(char*) [664]
-----------------------------------------------
                0.00    0.00      30/30          yy_get_next_buffer() [666]
[665]    0.0    0.00    0.00      30         feReadLine(char*, int) [665]
                0.00    0.00      16/16          feStringAppendBrowsers(int) [668]
                0.00    0.00       3/12          omAllocLarge [145]
                0.00    0.00       1/15          omSizeOfAddr [144]
                0.00    0.00       1/1           fe_fgets [156]
                0.00    0.00       1/1           fe_fgets_stdin_init(char const*, char*, int) [784]
-----------------------------------------------
                0.00    0.00      30/30          yylex(MYYSTYPE*) [645]
[666]    0.0    0.00    0.00      30         yy_get_next_buffer() [666]
                0.00    0.00      30/30          feReadLine(char*, int) [665]
                0.00    0.00       3/5           yyrestart(_IO_FILE*) [683]
-----------------------------------------------
                0.00    0.00      27/27          yylex(MYYSTYPE*) [645]
[667]    0.0    0.00    0.00      27         yy_get_previous_state() [667]
-----------------------------------------------
                0.00    0.00      16/16          feReadLine(char*, int) [665]
[668]    0.0    0.00    0.00      16         feStringAppendBrowsers(int) [668]
-----------------------------------------------
                0.00    0.00       2/12          iiGetLibProcBuffer(procinfo*, int) [124]
                0.00    0.00      10/12          yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
[669]    0.0    0.00    0.00      12         myfread(void*, unsigned long, unsigned long, _IO_FILE*) [669]
-----------------------------------------------
                0.00    0.00       9/9           __libc_csu_init [5327]
[670]    0.0    0.00    0.00       9         _GLOBAL__sub_I_sSubexpr_bin [670]
-----------------------------------------------
                0.00    0.00       9/9           yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
