Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/3           sleftv::CleanUp(ip_sring*) [647]
[690]    0.0    0.00    0.00       3         s_internalDelete(int, void*, ip_sring*) [690]
                0.00    0.00       1/3098        operator delete(void*) [633]
-----------------------------------------------
                0.00    0.00       1/3           cleanT(skStrategy*) [39]
                0.00    0.00       2/3           kStratChangeTailRing(skStrategy*, sLObject*, sTObject*, unsigned long) [71]
[691]    0.0    0.00    0.00       3         pGetShallowCopyDeleteProc(ip_sring*, ip_sring*) [691]
-----------------------------------------------
                0.00    0.00       1/3           newFile(char*, _IO_FILE*) [2401]
                0.00    0.00       1/3           iiGetLibProcBuffer(procinfo*, int) [124]
                0.00    0.00       1/3           iiLibCmd(char*, int, int, int) [2]
[692]    0.0    0.00    0.00       3         feFopen(char const*, char const*, char*, short, short) [692]
                0.00    0.00       3/3           feResource(char, int) [689]
-----------------------------------------------
                0.00    0.00       1/3           rModifyRing(ip_sring*, int, int, unsigned long) [73]
                0.00    0.00       2/3           rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
[693]    0.0    0.00    0.00       3         rGetExpSize(unsigned long, int&, int) [693]
                0.00    0.00       2/2           si_dup2(int, int) [704]
-----------------------------------------------
                0.00    0.00       3/3           feInitResource(feResourceConfig_s*, int) <cycle 1> [680]
[694]    0.0    0.00    0.00       3         feCleanUpPath(char*) [694]
                0.00    0.00      26/31          feCleanUpFile(char*) [664]
-----------------------------------------------
                0.00    0.00       2/2           iiAssign(sleftv*, sleftv*) [130]
[695]    0.0    0.00    0.00       2         at_KillAll(idrec*, ip_sring*) [695]
-----------------------------------------------
                0.00    0.00       1/2           proclevel::pop() [795]
                0.00    0.00       1/2           iiMake_proc(idrec*, sip_package*, sleftv*) [4]
[696]    0.0    0.00    0.00       2         iiCheckPack(sip_package*&) [696]
-----------------------------------------------
                0.00    0.00       2/2           GetDynamicProc(char const*, p_Proc, p_Field, p_Length, p_Ord) [101]
[697]    0.0    0.00    0.00       2         dynl_sym_warn(void*, char const*, char const*) [697]
-----------------------------------------------
                0.00    0.00       2/2           dynl_open_binary_warn(char const*, char const*) [103]
[698]    0.0    0.00    0.00       2         feGetResource(char, int) [698]
-----------------------------------------------
                0.00    0.00       1/2           siInit(char*) [1]
                0.00    0.00       1/2           jjSYSTEM(sleftv*, sleftv*) [775]
[699]    0.0    0.00    0.00       2         feSetOptValue(feOptIndex, int) [699]
-----------------------------------------------
                0.00    0.00       2/2           rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
[700]    0.0    0.00    0.00       2         rOrd_is_Totaldegree_Ordering(ip_sring*) [700]
                0.00    0.00       2/4           rHasSimpleOrder(ip_sring*) [685]
                0.00    0.00       1/1           rHasSimpleOrderAA(ip_sring*) [760]
-----------------------------------------------
                0.00    0.00       1/2           kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
                0.00    0.00       1/2           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[701]    0.0    0.00    0.00       2         idIs0(sip_sideal*) [701]
-----------------------------------------------
                0.00    0.00       1/2           iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00       1/2           jiA_IDEAL(sleftv*, sleftv*, _ssubexpr*) [785]
[702]    0.0    0.00    0.00       2         id_Delete(sip_sideal**, ip_sring*) [702]
-----------------------------------------------
                0.00    0.00       2/2           siInit(char*) [1]
[703]    0.0    0.00    0.00       2         nRegister(n_coeffType, int (*)(n_Procs_s*, void*)) [703]
-----------------------------------------------
                0.00    0.00       2/2           rGetExpSize(unsigned long, int&, int) [693]
[704]    0.0    0.00    0.00       2         si_dup2(int, int) [704]
-----------------------------------------------
                0.00    0.00       1/2           iiLibCmd(char*, int, int, int) [2]
                0.00    0.00       1/2           iiLoadLIB(_IO_FILE*, char const*, char const*, idrec*, int, int) [3]
[705]    0.0    0.00    0.00       2         idrec::get(char const*, int) [705]
-----------------------------------------------
                0.00    0.00       1/2           iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00       1/2           jiA_IDEAL(sleftv*, sleftv*, _ssubexpr*) [785]
[706]    0.0    0.00    0.00       2         sleftv::LData() [706]
-----------------------------------------------
                0.00    0.00       2/2           initSL(sip_sideal*, sip_sideal*, skStrategy*) [82]
[707]    0.0    0.00    0.00       2         _omAlloc0 [707]
-----------------------------------------------
                0.00    0.00       2/2           _omGetSpecBin [112]
[708]    0.0    0.00    0.00       2         _omFindInSortedList [708]
-----------------------------------------------
                0.00    0.00       2/2           _omGetSpecBin [112]
[709]    0.0    0.00    0.00       2         _omInsertInSortedList [709]
-----------------------------------------------
                0.00    0.00       2/2           omMergeStickyBinIntoBin [152]
[710]    0.0    0.00    0.00       2         _omIsOnList [710]
-----------------------------------------------
                0.00    0.00       2/2           omMergeStickyBinIntoBin [152]
[711]    0.0    0.00    0.00       2         _omRemoveFromList [711]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[712]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z13kBucketCreateP8ip_sring [712]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[713]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z14sBucketGetRingP7sBucket [713]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[714]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z7swapvarRK13CanonicalFormRK8VariableS4_ [714]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[715]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN15InternalInteger19InternalInteger_binE [715]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[716]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN15RandomGeneratorC2Ev [716]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[717]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4term8term_binE [717]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[718]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5sattr5PrintEv [718]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[719]    0.0    0.00    0.00       1         _GLOBAL__sub_I_fe_promptstr [719]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[720]    0.0    0.00    0.00       1         _GLOBAL__sub_I_ff_prime [720]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[721]    0.0    0.00    0.00       1         _GLOBAL__sub_I_gf_q [721]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[722]    0.0    0.00    0.00       1         _GLOBAL__sub_I_iiOp [722]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[723]    0.0    0.00    0.00       1         _GLOBAL__sub_I_s_si_link_extension_bin [723]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[724]    0.0    0.00    0.00       1         _GLOBAL__sub_I_sip_command_bin [724]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[725]    0.0    0.00    0.00       1         _GLOBAL__sub_I_sip_sideal_bin [725]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[726]    0.0    0.00    0.00       1         _GLOBAL__sub_I_sip_sring_bin [726]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[727]    0.0    0.00    0.00       1         _GLOBAL__sub_I_slists_bin [727]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [5327]
[728]    0.0    0.00    0.00       1         _GLOBAL__sub_I_smprec_bin [728]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [7]
[729]    0.0    0.00    0.00       1         exitBuffer(feBufferTypes) [729]
                0.00    0.00       1/4           exitVoice() [687]
-----------------------------------------------
                0.00    0.00       1/1           iiLibCmd(char*, int, int, int) [2]
[730]    0.0    0.00    0.00       1         iiConvName(char const*) [730]
-----------------------------------------------
                0.00    0.00       1/1           rInit(sleftv*, sleftv*, sleftv*) [72]
[731]    0.0    0.00    0.00       1         iiIsPrime0(unsigned int) [731]
                0.00    0.00       8/8           cf_getSmallPrime(int) [675]
                0.00    0.00       1/1           cf_getNumSmallPrimes() [763]
-----------------------------------------------
                0.00    0.00       1/1           iiGetLibProcBuffer(procinfo*, int) [124]
[732]    0.0    0.00    0.00       1         iiProcArgs(char*, int) [732]
-----------------------------------------------
                0.00    0.00       1/1           siInit(char*) [1]
[733]    0.0    0.00    0.00       1         initRTimer() [733]
-----------------------------------------------
                0.00    0.00       1/1           iiPStart(idrec*, sleftv*) [5]
[734]    0.0    0.00    0.00       1         killlocals(int) [734]
                0.00    0.00       1/1           killlocals_rec(idrec**, int, ip_sring*) [750]
                0.00    0.00       1/133         sleftv::Typ() [646]
-----------------------------------------------
                0.00    0.00       1/1           nInitChar(n_coeffType, void*) [121]
[735]    0.0    0.00    0.00       1         nlInitChar(n_Procs_s*, void*) [735]
-----------------------------------------------
                0.00    0.00       1/1           nInitChar(n_coeffType, void*) [121]
[736]    0.0    0.00    0.00       1         npInitChar(n_Procs_s*, void*) [736]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [7]
[737]    0.0    0.00    0.00       1         rOrderName(char*) [737]
-----------------------------------------------
                0.00    0.00       1/1           siInit(char*) [1]
[738]    0.0    0.00    0.00       1         factoryseed(int) [738]
-----------------------------------------------
                0.00    0.00       1/1           exitVoice() [687]
[739]    0.0    0.00    0.00       1         feInitStdin(Voice*) [739]
                0.00    0.00       2/3098        operator new(unsigned long) [634]
-----------------------------------------------
                0.00    0.00       1/1           iiMake_proc(idrec*, sip_package*, sleftv*) [4]
[740]    0.0    0.00    0.00       1         packFindHdl(sip_package*) [740]
-----------------------------------------------
                0.00    0.00       1/1           rKillModifiedRing(ip_sring*) [761]
[741]    0.0    0.00    0.00       1         rUnComplete(ip_sring*) [741]
                0.00    0.00       1/1           _omUnGetSpecBin [800]
-----------------------------------------------
                0.00    0.00       1/1           iiLoadLIB(_IO_FILE*, char const*, char const*, idrec*, int, int) [3]
[742]    0.0    0.00    0.00       1         reinit_yylp() [742]
-----------------------------------------------
                0.00    0.00       1/1           yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
[743]    0.0    0.00    0.00       1         yylprestart(_IO_FILE*) [743]
-----------------------------------------------
                0.00    0.00       1/1           jiA_IDEAL(sleftv*, sleftv*, _ssubexpr*) [785]
[744]    0.0    0.00    0.00       1         id_Normalize(sip_sideal*, ip_sring*) [744]
-----------------------------------------------
                0.00    0.00       1/1           iiExprArithM(sleftv*, sleftv*, int) [8]
[745]    0.0    0.00    0.00       1         iiExprArith1(sleftv*, sleftv*, int) [745]
                0.00    0.00       1/133         sleftv::Typ() [646]
-----------------------------------------------
                0.00    0.00       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[746]    0.0    0.00    0.00       1         initHilbCrit(sip_sideal*, sip_sideal*, intvec**, skStrategy*) [746]
-----------------------------------------------
                0.00    0.00       1/1           yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
[747]    0.0    0.00    0.00       1         make_version(char*, int) [747]
-----------------------------------------------
                0.00    0.00       1/1           rSetHdl(idrec*) [773]
[748]    0.0    0.00    0.00       1         p_SetGlobals(ip_sring*, int) [748]
-----------------------------------------------
                0.00    0.00       1/1           jjSYSTEM(sleftv*, sleftv*) [775]
[749]    0.0    0.00    0.00       1         feGetOptIndex(char const*) [749]
-----------------------------------------------
                0.00    0.00       1/1           killlocals(int) [734]
[750]    0.0    0.00    0.00       1         killlocals_rec(idrec**, int, ip_sring*) [750]
-----------------------------------------------
                0.00    0.00       1/1           nInitChar(n_coeffType, void*) [121]
[751]    0.0    0.00    0.00       1         nlCoeffIsEqual(n_Procs_s*, n_coeffType, void*) [751]
-----------------------------------------------
                0.00    0.00       1/1           iiAssign(sleftv*, sleftv*) [130]
[752]    0.0    0.00    0.00       1         exprlist_length(sleftv*) [752]
                0.00    0.00       8/133         sleftv::Typ() [646]
-----------------------------------------------
                0.00    0.00       1/1           siInit(char*) [1]
[753]    0.0    0.00    0.00       1         feInitResources(char const*) [753]
                0.00    0.00       5/5           feInitResource(feResourceConfig_s*, int) <cycle 1> [680]
-----------------------------------------------
                0.00    0.00       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[754]    0.0    0.00    0.00       1         initBuchMoraPos(skStrategy*) [754]
                0.00    0.00       1/1           kPosInLDependsOnLength(int (*)(sLObject*, int, sLObject*, skStrategy*)) [764]
-----------------------------------------------
                0.00    0.00       1/1           rSetHdl(idrec*) [773]
[755]    0.0    0.00    0.00       1         rAssure_HasComp(ip_sring*) [755]
-----------------------------------------------
                0.00    0.00       1/1           rSetHdl(idrec*) [773]
[756]    0.0    0.00    0.00       1         rChangeCurrRing(ip_sring*) [756]
                0.00    0.00       1/1           ndSetChar(n_Procs_s*) [778]
-----------------------------------------------
                0.00    0.00       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[757]    0.0    0.00    0.00       1         initBuchMoraCrit(skStrategy*) [757]
-----------------------------------------------
                0.00    0.00       1/1           kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
[758]    0.0    0.00    0.00       1         pRestoreDegProcs(ip_sring*, long (*)(spolyrec*, ip_sring*), long (*)(spolyrec*, int*, ip_sring*)) [758]
-----------------------------------------------
                0.00    0.00       1/1           kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
[759]    0.0    0.00    0.00       1         id_RankFreeModule(sip_sideal*, ip_sring*, ip_sring*) [759]
-----------------------------------------------
                0.00    0.00       1/1           rOrd_is_Totaldegree_Ordering(ip_sring*) [700]
[760]    0.0    0.00    0.00       1         rHasSimpleOrderAA(ip_sring*) [760]
-----------------------------------------------
                0.00    0.00       1/1           skStrategy::~skStrategy() [127]
[761]    0.0    0.00    0.00       1         rKillModifiedRing(ip_sring*) [761]
                0.00    0.00       1/1           rUnComplete(ip_sring*) [741]
-----------------------------------------------
                0.00    0.00       1/1           yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
[762]    0.0    0.00    0.00       1         yylp_create_buffer(_IO_FILE*, int) [762]
-----------------------------------------------
                0.00    0.00       1/1           iiIsPrime0(unsigned int) [731]
[763]    0.0    0.00    0.00       1         cf_getNumSmallPrimes() [763]
-----------------------------------------------
                0.00    0.00       1/1           initBuchMoraPos(skStrategy*) [754]
[764]    0.0    0.00    0.00       1         kPosInLDependsOnLength(int (*)(sLObject*, int, sLObject*, skStrategy*)) [764]
-----------------------------------------------
                0.00    0.00       1/1           rInit(sleftv*, sleftv*, sleftv*) [72]
[765]    0.0    0.00    0.00       1         rSleftvList2StringArray(sleftv*, char**) [765]
-----------------------------------------------
                0.00    0.00       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[766]    0.0    0.00    0.00       1         kStratInitChangeTailRing(skStrategy*) [766]
                0.00    0.00       8/8           p_GetMaxExpL(spolyrec*, ip_sring*, unsigned long) [672]
-----------------------------------------------
                0.00    0.00       1/1           rInit(sleftv*, sleftv*, sleftv*) [72]
[767]    0.0    0.00    0.00       1         rSleftvOrdering2Ordering(sleftv*, ip_sring*) [767]
                0.00    0.00       5/5           _omAlloc0 [684]
                0.00    0.00       1/1           rCheckIV(intvec*) [776]
                0.00    0.00       1/1           _omIsBinPageAddr [799]
-----------------------------------------------
                0.00    0.00       1/1           siInit(char*) [1]
[768]    0.0    0.00    0.00       1         Off(int) [768]
-----------------------------------------------
                0.00    0.00       1/1           jjSTD(sleftv*, sleftv*) [10]
[769]    0.0    0.00    0.00       1         atGet(sleftv*, char const*, int) [769]
                0.00    0.00       1/1           sleftv::Attribute() [791]
-----------------------------------------------
                0.00    0.00       1/1           jjMINUS_P(sleftv*, sleftv*, sleftv*) [786]
[770]    0.0    0.00    0.00       1         p_Sub(spolyrec*, spolyrec*, ip_sring*) [770]
                0.00    0.00       1/1           p_Neg__FieldZp_LengthGeneral_OrdGeneral [160]
-----------------------------------------------
                0.00    0.00       1/1           rInit(sleftv*, sleftv*, sleftv*) [72]
[771]    0.0    0.00    0.00       1         IsPrime(int) [771]
-----------------------------------------------
                0.00    0.00       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[772]    0.0    0.00    0.00       1         initBba(sip_sideal*, skStrategy*) [772]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [7]
[773]    0.0    0.00    0.00       1         rSetHdl(idrec*) [773]
                0.00    0.00       1/1           sleftv::RingDependend() [789]
                0.00    0.00       1/1           p_SetGlobals(ip_sring*, int) [748]
                0.00    0.00       1/1           rChangeCurrRing(ip_sring*) [756]
                0.00    0.00       1/1           rAssure_HasComp(ip_sring*) [755]
-----------------------------------------------
                0.00    0.00       1/1           initBuchMora(sip_sideal*, sip_sideal*, skStrategy*) [81]
[774]    0.0    0.00    0.00       1         updateS(int, skStrategy*) [774]
                0.00    0.00       1/1           sLObject::sLObject(ip_sring*) [792]
-----------------------------------------------
                0.00    0.00       1/1           iiExprArithM(sleftv*, sleftv*, int) [8]
[775]    0.0    0.00    0.00       1         jjSYSTEM(sleftv*, sleftv*) [775]
                0.00    0.00       4/133         sleftv::Typ() [646]
                0.00    0.00       2/6           sleftv::Data() [682]
                0.00    0.00       1/1           feGetOptIndex(char const*) [749]
                0.00    0.00       1/2           feSetOptValue(feOptIndex, int) [699]
-----------------------------------------------
                0.00    0.00       1/1           rSleftvOrdering2Ordering(sleftv*, ip_sring*) [767]
[776]    0.0    0.00    0.00       1         rCheckIV(intvec*) [776]
-----------------------------------------------
                0.00    0.00       1/1           siInit(char*) [1]
[777]    0.0    0.00    0.00       1         initTimer() [777]
-----------------------------------------------
                0.00    0.00       1/1           rChangeCurrRing(ip_sring*) [756]
[778]    0.0    0.00    0.00       1         ndSetChar(n_Procs_s*) [778]
-----------------------------------------------
                0.00    0.00       1/1           iiAssign(sleftv*, sleftv*) [130]
[779]    0.0    0.00    0.00       1         jiAssign_1(sleftv*, sleftv*) [779]
                0.00    0.00       2/133         sleftv::Typ() [646]
                0.00    0.00       1/1           jiA_IDEAL(sleftv*, sleftv*, _ssubexpr*) [785]
-----------------------------------------------
                0.00    0.00       1/1           iiExprArithM(sleftv*, sleftv*, int) [8]
[780]    0.0    0.00    0.00       1         jjCALL1ARG(sleftv*, sleftv*) [780]
-----------------------------------------------
                0.00    0.00       1/1           rInit(sleftv*, sleftv*, sleftv*) [72]
[781]    0.0    0.00    0.00       1         rRenameVars(ip_sring*) [781]
-----------------------------------------------
                0.00    0.00       1/1           rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
[782]    0.0    0.00    0.00       1         rCheckOrdSgn(ip_sring*, int) [782]
-----------------------------------------------
                0.00    0.00       1/1           rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
[783]    0.0    0.00    0.00       1         rO_LexVars_neg(int&, int&, int, int, int&, long*, int*, int, int) [783]
-----------------------------------------------
                0.00    0.00       1/1           feReadLine(char*, int) [665]
[784]    0.0    0.00    0.00       1         fe_fgets_stdin_init(char const*, char*, int) [784]
-----------------------------------------------
                0.00    0.00       1/1           jiAssign_1(sleftv*, sleftv*) [779]
[785]    0.0    0.00    0.00       1         jiA_IDEAL(sleftv*, sleftv*, _ssubexpr*) [785]
                0.00    0.00       1/2           id_Delete(sip_sideal**, ip_sring*) [702]
                0.00    0.00       1/109         sleftv::CopyD(int) [649]
                0.00    0.00       1/1           id_Normalize(sip_sideal*, ip_sring*) [744]
                0.00    0.00       1/2           sleftv::LData() [706]
-----------------------------------------------
                0.00    0.00       1/1           jjCALL1MANY(sleftv*, sleftv*) [659]
[786]    0.0    0.00    0.00       1         jjMINUS_P(sleftv*, sleftv*, sleftv*) [786]
                0.00    0.00       2/109         sleftv::CopyD(int) [649]
                0.00    0.00       1/1           p_Sub(spolyrec*, spolyrec*, ip_sring*) [770]
-----------------------------------------------
                0.00    0.00       1/1           On(int) [686]
[787]    0.0    0.00    0.00       1         CFSwitches::CFSwitches() [787]
-----------------------------------------------
                0.00    0.00       1/1           kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
[788]    0.0    0.00    0.00       1         skStrategy::skStrategy() [788]
                0.00    0.00       1/2           omGetStickyBinOfBin [150]
-----------------------------------------------
                0.00    0.00       1/1           rSetHdl(idrec*) [773]
[789]    0.0    0.00    0.00       1         sleftv::RingDependend() [789]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [7]
[790]    0.0    0.00    0.00       1         sleftv::Print(sleftv*, int) [790]
                0.00    0.00       1/6           sleftv::Data() [682]
                0.00    0.00       1/122         sleftv::CleanUp(ip_sring*) [647]
-----------------------------------------------
                0.00    0.00       1/1           atGet(sleftv*, char const*, int) [769]
[791]    0.0    0.00    0.00       1         sleftv::Attribute() [791]
-----------------------------------------------
                0.00    0.00       1/1           updateS(int, skStrategy*) [774]
[792]    0.0    0.00    0.00       1         sLObject::sLObject(ip_sring*) [792]
-----------------------------------------------
                0.00    0.00       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[793]    0.0    0.00    0.00       1         skeleton::skeleton(unsigned long) [793]
-----------------------------------------------
                0.00    0.00       1/1           CanonicalForm::CanonicalForm(int) [4070]
[794]    0.0    0.00    0.00       1         CFFactory::basic(long) [794]
-----------------------------------------------
                0.00    0.00       1/1           iiMake_proc(idrec*, sip_package*, sleftv*) [4]
[795]    0.0    0.00    0.00       1         proclevel::pop() [795]
                0.00    0.00       1/2           iiCheckPack(sip_package*&) [696]
-----------------------------------------------
                0.00    0.00       1/1           iiMake_proc(idrec*, sip_package*, sleftv*) [4]
[796]    0.0    0.00    0.00       1         proclevel::push(char*) [796]
-----------------------------------------------
                0.00    0.00       1/1           initSL(sip_sideal*, sip_sideal*, skStrategy*) [82]
[797]    0.0    0.00    0.00       1         _omAlloc [797]
-----------------------------------------------
                0.00    0.00       1/1           rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
[798]    0.0    0.00    0.00       1         _omAlloc [798]
-----------------------------------------------
                0.00    0.00       1/1           rSleftvOrdering2Ordering(sleftv*, ip_sring*) [767]
[799]    0.0    0.00    0.00       1         _omIsBinPageAddr [799]
-----------------------------------------------
                0.00    0.00       1/1           rUnComplete(ip_sring*) [741]
[800]    0.0    0.00    0.00       1         _omUnGetSpecBin [800]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [155] PrintS                [760] rHasSimpleOrderAA(ip_sring*) [88] p_Init(ip_sring*, omBin_s*)
 [712] _GLOBAL__sub_I__Z13kBucketCreateP8ip_sring [761] rKillModifiedRing(ip_sring*) [704] si_dup2(int, int)
 [713] _GLOBAL__sub_I__Z14sBucketGetRingP7sBucket [26] enterOnePairNormal(int, spolyrec*, int, int, skStrategy*, int) [660] jjFACSTD(sleftv*, sleftv*)
 [714] _GLOBAL__sub_I__Z7swapvarRK13CanonicalFormRK8VariableS4_ [124] iiGetLibProcBuffer(procinfo*, int) [661] jjPLUS_P(sleftv*, sleftv*, sleftv*)
 [715] _GLOBAL__sub_I__ZN15InternalInteger19InternalInteger_binE [41] ksCreateShortSpoly(spolyrec*, spolyrec*, ip_sring*) [65] ndParDeg(snumber*, n_Procs_s*)
 [716] _GLOBAL__sub_I__ZN15RandomGeneratorC2Ev [42] p_Setm_TotalDegree(spolyrec*, ip_sring*) [98] p_Delete(spolyrec**, ip_sring*, ip_sring*)
 [717] _GLOBAL__sub_I__ZN4term8term_binE [762] yylp_create_buffer(_IO_FILE*, int) [86] p_LmInit(spolyrec*, ip_sring*, ip_sring*, omBin_s*)
 [718] _GLOBAL__sub_I__ZN5sattr5PrintEv [29] kBucketCanonicalize(kBucket*) [681] feSprintf(char*, char const*, int)
 [719] _GLOBAL__sub_I_fe_promptstr [45] kCheckSpolyCreation(sLObject*, skStrategy*, spolyrec*&, spolyrec*&) [785] jiA_IDEAL(sleftv*, sleftv*, _ssubexpr*)
 [720] _GLOBAL__sub_I_ff_prime [23] kFindDivisibleByInS(skStrategy*, int, sLObject*, sTObject*, long) [786] jjMINUS_P(sleftv*, sleftv*, sleftv*)
 [688] _GLOBAL__sub_I_fractionObjectBin [20] kFindDivisibleByInT(sTObject* const&, unsigned long const*, int, sLObject const*, int) [622] p_Mult_nn(spolyrec*, snumber*, ip_sring*)
 [721] _GLOBAL__sub_I_gf_q    [21] p_GetShortExpVector(spolyrec*, ip_sring*) [787] CFSwitches::CFSwitches()
 [722] _GLOBAL__sub_I_iiOp   [763] cf_getNumSmallPrimes() [95] constraint::constraint(constraint const&)
 [670] _GLOBAL__sub_I_sSubexpr_bin [71] kStratChangeTailRing(skStrategy*, sLObject*, sTObject*, unsigned long) [650] constraint::constraint(unsigned long, long*)
 [723] _GLOBAL__sub_I_s_si_link_extension_bin [103] dynl_open_binary_warn(char const*, char const*) [632] constraint::~constraint()
 [724] _GLOBAL__sub_I_sip_command_bin [668] feStringAppendBrowsers(int) [788] skStrategy::skStrategy()
 [725] _GLOBAL__sub_I_sip_sideal_bin [663] iiInitSingularProcinfo(procinfo*, char const*, char const*, int, long, int) [127] skStrategy::~skStrategy()
 [726] _GLOBAL__sub_I_sip_sring_bin [15] kBucket_Minus_m_Mult_p(kBucket*, spolyrec*, spolyrec*, int*, spolyrec*) [104] ray::add_active_constraint(constraint const&, bool)
